TEI,TEO,TCI,TCO,Evap.Tons,kW,TEA,TCA,TRE,PRE,TRC,PRC,TRC_sub,T_suc,Tsh_suc,TR_dis,Tsh_dis,TO_sump,fault,level
46.64,39.99,65.14,71.53,59.79,47.43,3.9,3.8,36,31.4,75,78.9,6.3,38.7,2.4,103.3,28.3,110.5,eo,1
46.64,39.99,65.1,71.45,59.73,47.27,3.7,3.9,36,31.4,75,78.9,6.1,38.7,2.5,103.3,28.1,110.3,eo,1
46.68,40.03,65.1,71.45,59.1,47.27,4,3.5,36.2,31.6,75,78.4,6.4,38.7,2.5,103.3,28.1,110.3,eo,1
46.68,40.03,65.06,71.36,59.48,47.29,3.9,3.8,36,31.4,74.7,78.4,6.1,38.5,2.5,103.3,28.6,110.3,eo,1
43.57,40.03,64.69,68.29,31.4,35.25,3.9,2.7,36,31.4,70.6,72,4.2,39.6,3.4,117.1,46.5,111.3,eo,1
43.69,40.23,64.77,68.33,31.01,35.37,3.7,2.5,36.7,31.9,70.3,71.5,3.8,39.8,3.3,117.6,47.3,111.8,eo,1
43.73,40.23,64.81,68.42,31.33,35.44,3.6,2,36.5,31.9,70.6,71.5,3.9,39.8,3.3,117.6,46.8,112.2,eo,1
43.73,40.23,64.86,68.46,31.4,35.47,3.4,2.3,36.7,32.1,70.6,72,3.6,39.6,2.9,117.1,47.1,112.2,eo,1
43.69,40.23,64.86,68.46,30.86,35.36,3.7,2.2,36.5,31.9,70.3,71.5,3.9,39.8,3.1,117.4,46.5,112.4,eo,1
43.73,40.23,64.86,68.38,31.33,35.39,3.7,2,36.5,31.9,70.3,71.5,4.1,39.8,3.3,117.4,47.3,112.7,eo,1
43.73,40.23,64.81,68.33,31.26,35.37,3.7,2.2,36.5,31.9,70.3,71.5,3.6,39.8,3.3,117.4,47.3,112.9,eo,1
43.77,40.28,64.9,68.42,31.18,35.36,3.6,2.2,36.3,31.9,70.6,72,4.1,39.9,3.4,117.6,47,113.1,eo,1
61.21,51.7,85.57,94.5,85.42,77.54,8.5,5.3,43.1,38.2,100,124.1,10.2,48.5,5.4,124.5,24.5,122.2,eo,2
61.05,51.25,85.98,95.36,88.19,82.64,8.8,5.8,42.3,37.4,101.1,126.6,10.6,47.7,5.4,125.5,24.4,123.5,eo,2
55.93,49.45,85.7,91.8,58.47,60.1,7.1,3.3,42.4,37.5,95.3,114.2,7.1,47.5,5.1,127.9,32.9,124.7,eo,2
55.93,49.49,85.66,91.8,58.32,60.12,7.1,3.7,42.4,37.5,95.3,114.7,6.8,47.5,5.1,128.2,33.2,124.7,eo,2
55.97,49.53,85.7,91.8,58.12,60.07,7.2,3.2,42.4,37.5,94.8,113.7,6.5,47.7,5.1,128.2,33.7,124.7,eo,2
55.97,49.53,85.66,91.8,57.27,60.12,7.2,3.4,42.4,37.5,95,114.2,7,47.5,4.9,128.2,33.5,125,eo,2
56.01,49.57,85.66,91.84,57.88,60.04,7.2,3.4,42.4,37.5,95,114.2,6.6,47.5,4.9,128.5,33.2,124.7,eo,2
56.01,49.57,85.66,91.8,57.69,60.14,6.9,3.4,42.4,37.7,95,114.2,6.8,47.7,5.1,128.2,33.5,125,eo,2
53.8,50.47,85.86,89.18,29.81,43.41,6.8,1.5,43.8,39,90.7,105.7,4.4,49.8,6.2,146.5,55.8,128.5,eo,2
53.88,50.55,85.9,89.26,29.63,43.44,7.1,1.5,43.6,38.8,90.7,105.7,4.7,50,6.5,146.9,55.8,129,eo,2
53.92,50.59,85.94,89.26,29.84,43.62,6.8,2.2,44,39,91.2,106.7,4.7,50,6.2,146.9,55.7,129,eo,2
53.88,50.51,86.02,89.38,30.37,43.89,6.3,2,44.1,39.3,90.7,106.7,4.2,50,5.7,145.8,55.4,129.3,eo,2
53.68,50.27,85.98,89.38,30.64,43.86,6.2,2,44.1,39.3,91.2,106.7,4.6,49.8,5.8,145.8,54.2,130.1,eo,2
60.8,50.8,75.83,85.29,90.3,70.75,9,5.7,41.5,36.6,91,106.2,10,47.3,5.7,114.9,24.1,126.3,eo,2
60.89,50.76,75.99,85.53,91.44,71.75,9.4,6.1,41.2,36.3,91.5,107.2,10.3,47,5.8,115.3,23.6,125.5,eo,2
60.84,50.59,75.95,85.61,91.74,72.15,9.2,5.8,41.2,36.3,91.5,106.7,10.3,46.8,5.6,115.1,23.6,125,eo,2
60.76,50.47,75.99,85.74,93.06,73.02,9.3,6.1,41,36.1,91.5,107.2,10.3,46.8,5.8,115.1,23.8,123.7,eo,2
60.72,50.43,75.99,85.78,92.44,72.62,9.5,6.1,40.8,35.9,91.5,107.2,10.3,46.8,5.8,115.3,23.6,123.2,eo,2
60.72,50.43,76.03,85.78,92.52,73.05,9.6,6.1,41,36.1,91.5,107.2,10.3,46.8,6,115.1,23.6,123.2,eo,2
60.76,50.43,76.03,85.82,93.07,73.02,9.5,6.1,40.8,35.9,91.5,107.2,10.2,46.8,6,115.1,23.6,123,eo,2
56.38,49.94,76.28,82.54,57.98,52.22,7.5,3.2,42.3,37.4,85.5,96.3,6.3,47.8,5.5,119,33.5,122,eo,2
56.34,49.9,76.36,82.62,58.05,52.25,7.7,3.5,42.3,37.4,86,97.3,6.2,47.8,5.4,118.8,33,122,eo,2
56.34,49.86,76.36,82.58,58.48,52.29,7.5,3.4,42.4,37.5,85.7,96.8,6.6,47.8,5.5,118.8,33.3,122,eo,2
56.3,49.86,76.32,82.54,57.54,52.24,7.5,3.7,42.3,37.4,86,97.3,6.3,47.8,5.5,118.8,33.1,122,eo,2
52.74,49.86,76.2,79.14,25.81,36.82,5.8,1.6,44,39.2,80.7,87.9,3.4,49.6,5.8,142,61,127.1,eo,2
59.98,50.1,72.55,81.85,88.94,66.14,9.3,5.4,40.8,35.9,86.9,98.8,9.1,46.8,6,112,25.3,125,eo,2
58.67,49,71.69,80.78,87.12,64.64,8.4,5.6,40.4,35.4,86,97.3,8.7,45.8,5.4,110.9,24.9,121.5,eo,2
56.46,49.82,66.82,73.08,59.47,46.17,9,3.8,40.8,35.9,76.6,81.4,6.3,47.5,6.9,110.5,34.1,119.9,eo,2
56.55,50.22,66.41,72.27,56.81,44.42,9.1,3.7,41.2,36.3,75.7,79.9,5.8,48,6.8,111.1,35.2,119.9,eo,2
56.55,50.22,66.41,72.27,57.12,44.46,8.7,3.3,41.6,36.7,75.3,79.4,5.8,48.2,6.7,111.1,35.8,119.5,eo,2
56.55,50.22,66.45,72.27,57.18,44.55,8.9,3.7,41.2,36.3,75.7,79.9,6,48,6.5,111.1,35.4,119.7,eo,2
56.59,50.27,66.41,72.27,56.92,44.43,8.7,3.9,41.6,36.7,75.7,79.9,5.6,48.2,6.9,111.1,35.6,119.5,eo,2
54.09,49.94,65.35,69.19,37.5,36.3,8.3,2.2,41.8,36.9,71.2,73,4,49,7.2,120.9,49.5,121.2,eo,2
54.09,49.98,65.39,69.15,37.04,36.29,8.5,2.3,41.6,36.7,71.2,73,3.7,49,7.4,120.7,49.8,121.5,eo,2
54.09,49.98,65.39,69.19,37,36.37,8.5,2.6,41.6,36.7,71.6,73.5,4,48.8,6.8,120.9,49.1,121.7,eo,2
54.09,49.98,65.39,69.11,36.72,36.36,8.5,2.6,41.6,36.7,71.9,73.5,4.7,49,7.4,120.9,49,121.5,eo,2
54.13,49.94,65.39,69.15,37.5,36.33,8.5,1.9,41.6,36.7,70.9,72.5,4,48.8,7.2,120.9,49.7,121.7,eo,2
56.01,47.44,83.61,91.26,77.07,71.16,6,2.6,41.2,36.3,94.8,113.2,7.1,44.9,3.7,119.7,24.9,120.9,eo,2
56.26,47.48,85.04,93.23,79.02,74.99,6.5,3.3,40.8,35.8,96.7,117.6,7.7,44.6,4,122.5,26,122,eo,2
56.14,46.99,85.45,94.05,81.69,78.56,6.4,5.1,40.4,35.4,99.2,122.1,9.3,44.3,3.9,123,23.8,122.5,eo,2
56.09,46.99,85.45,94.13,81.93,79.26,6.5,5.1,40.3,35.3,99.2,122.6,9.4,44.3,4,123.2,24,122.5,eo,2
56.09,46.91,85.57,94.25,82.12,80.05,6.4,4.9,40.4,35.4,99.2,122.6,9.4,44.1,3.7,123.7,24,122.5,eo,2
56.05,46.83,85.62,94.46,82.53,81.35,6.5,4.9,40.1,35.1,99.5,123.1,9.6,44.1,4,123.7,24.5,122.5,eo,2
55.89,46.62,85.62,94.5,82.94,81.5,6.5,5.1,40.3,35.1,99.5,123.1,9.6,43.8,3.8,124,24.7,123,eo,2
55.89,46.58,85.62,94.5,83.8,81.43,6.3,5.3,40.3,35.3,99.5,123.6,9.4,43.9,3.6,124,24.5,122.7,eo,2
51.14,44.78,86.15,92.29,57,62.03,5,3.4,39.8,34.8,95.7,115.6,6.8,43,3.2,126.8,31.1,123.7,eo,2
50.89,44.53,86.07,92.25,56.9,61.78,4.8,3.2,39.8,34.8,95.3,114.7,6.4,43,3.2,126.8,31.3,123.7,eo,2
50.85,44.49,86.07,92.12,57.73,62.04,4.8,3.4,39.8,34.8,95.3,114.7,6.4,43,3.2,126.8,31.5,123.7,eo,2
48.85,45.31,85.66,89.26,31.78,45.99,4.7,2.1,40.6,35.6,91.2,106.7,4.6,44.8,4.2,140.4,49.8,125.7,eo,2
48.93,45.31,85.66,89.3,32.37,45.99,4.8,2,40.6,35.6,91,106.2,4.2,44.9,4.1,140.7,50.3,126,eo,2
49.01,45.43,85.7,89.3,32,46.02,4.6,2,40.8,35.8,91,106.2,4.5,44.9,4.1,140.7,49.7,126.8,eo,2
49.01,45.48,85.78,89.38,31.8,46.06,4.8,1.6,40.8,35.8,91,106.2,4.6,44.9,4.1,141,50,126.8,eo,2
49.05,45.48,85.9,89.58,31.96,46.23,4.6,1.6,40.8,35.9,91.5,107.2,4.9,44.9,4.1,141,49.8,127.1,eo,2
49.01,45.43,86.02,89.67,32.02,46.41,4.6,1.9,40.8,35.9,91.5,107.2,4.5,44.9,4.1,141,49.5,127.4,eo,2
56.87,46.05,76.2,86.47,97,79.8,7.4,5.9,38.5,33.7,92.2,108.7,10,42.5,4,114,21.8,122.5,eo,2
56.83,45.97,76.2,86.6,97.31,81.04,7.5,6.2,38.3,33.5,92.7,109.7,10.5,42.4,3.9,114,21.5,122,eo,2
56.79,45.84,76.2,86.68,98.76,81.62,7.4,6.4,38.2,33.4,92.7,109.7,10.4,42.2,4,114.2,21.5,121.5,eo,2
51.92,45.02,75.99,82.67,61.86,55.41,5.7,3.7,39.2,34.3,86,97.3,6.5,43,3.7,115.3,29.3,120.2,eo,2
52.66,45.72,76.16,82.75,62,55.52,6.6,3.3,39.2,34.3,86,97.3,6.8,43.6,4.4,115.7,29.7,119.9,eo,2
52.7,45.8,76.12,82.75,62.7,55.54,6.6,3.7,39.2,34.3,86,97.3,6.6,43.6,4.4,115.7,30,119.9,eo,2
52.74,45.84,76.2,82.75,61.81,55.51,6.4,3.8,39.2,34.5,86,97.3,6.5,43.8,4.4,115.7,30,119.7,eo,2
52.82,45.88,76.07,82.71,61.9,55.4,6.8,3.5,39.1,34.2,86,97.3,6.8,43.8,4.4,116,29.4,119.9,eo,2
48.4,45.43,75.58,78.61,26.58,37.4,4.4,2,41.2,36.1,80.1,86.9,3.4,45.3,4.4,136.8,57,124.5,eo,2
48.36,45.43,75.5,78.57,26.42,37.3,4.4,1.8,41,36.1,80.1,86.9,3.6,45.3,4.1,136.8,57.3,124.7,eo,2
48.32,45.39,75.5,78.49,26.16,37.34,4.4,1.8,41,36.1,80.1,86.9,3.1,45.3,4.1,137.1,57.6,125,eo,2
48.27,45.35,75.5,78.53,26.11,37.36,4.2,1.7,41.2,36.3,80.1,86.9,3.3,45.1,4.1,137.1,57,125.2,eo,2
48.27,45.31,75.46,78.49,26.59,37.47,4.4,1.7,41,36.1,80.1,86.9,3.6,45.3,4.1,136.8,57,125.7,eo,2
48.23,45.27,75.54,78.57,26.68,37.48,4.1,1.7,41.2,36.3,80.1,86.9,3.9,45.1,3.9,137.1,56.7,126,eo,2
53.19,43.88,67.27,75.95,83,60.19,6.2,4.7,37.7,33,80.1,86.9,7.9,41.2,3.6,104.7,24.2,119.2,eo,2
51.55,45.15,65.8,71.69,57.75,45.76,7.1,3.2,38,33.2,74.7,78.4,5.8,43,4.8,107.5,32.6,117.4,eo,2
51.51,45.11,65.88,71.81,57.22,45.71,6.8,3.8,38.3,33.5,75.3,79.4,5.5,43,4.8,107.3,32.2,117.4,eo,2
51.51,45.11,65.88,71.77,57.19,45.8,6.9,3.5,38.2,33.4,75,78.9,5.6,43,5,107.5,32.5,117.1,eo,2
51.51,45.11,65.92,71.77,57.44,45.92,6.8,3.8,38.3,33.5,75,79.4,5.6,43,4.9,107.5,32.5,117.4,eo,2
51.55,45.11,65.92,71.77,57.53,45.91,6.8,3.5,38.3,33.5,75,78.9,5.6,43.2,4.9,107.3,32.5,117.4,eo,2
51.47,45.11,65.88,71.81,56.92,45.74,6.9,3.6,38.2,33.4,75,78.9,5.9,43,4.8,107.5,32.2,117.4,eo,2
51.47,45.11,65.92,71.77,57.35,45.83,6.7,3.6,38.2,33.4,75,78.9,5.3,43.2,4.9,107.3,32.3,117.4,eo,2
51.51,45.11,65.92,71.77,57.26,45.88,6.6,3.5,38.3,33.5,75,78.9,5.5,43,4.8,107.5,32.5,117.1,eo,2
51.51,45.15,65.92,71.77,57.22,45.94,6.9,3.5,38.2,33.4,75.3,79.4,5.8,43,4.8,107.3,32,117.1,eo,2
48.27,44.78,65.88,69.28,31.39,35.08,4.6,2,40.3,35.3,70.9,72.5,3,44.3,4,120.7,50.1,117.8,eo,2
48.27,44.82,65.67,69.07,31.14,35.03,4.5,2.2,40.3,35.3,70.9,72.5,3.4,44.4,4.1,122,51.1,118.3,eo,2
48.23,44.86,65.59,68.99,30.34,34.94,4.9,2.2,40,35,70.9,72.5,3.4,44.4,4.6,122.5,51.6,118.5,eo,2
48.32,44.94,65.59,68.99,29.87,34.9,5.1,2.2,40,35,70.9,72.5,3.9,44.4,4.6,122.7,52.1,119,eo,2
48.4,44.98,65.59,68.99,30.49,34.84,4.9,2.2,40,35,71.2,72.5,3.6,44.6,4.6,123,51.8,119.5,eo,2
48.48,45.11,65.67,68.99,30.12,35.02,5,1.9,40,35.1,70.9,72.5,3.6,44.6,4.3,123.5,52.6,120.2,eo,2
48.48,45.07,65.67,68.99,30.7,34.97,4.9,2,40,35,70.9,72.5,3.3,44.4,4.4,123.5,52.6,120.7,eo,2
48.48,45.07,65.67,68.99,30.29,34.88,5.1,2.3,39.8,34.8,71.2,73,3.6,44.6,4.6,123.5,52.3,120.7,eo,2
49.99,41.3,79.64,87.78,76.96,70.81,4.5,4.7,36.7,32.1,92.5,109.2,8.3,39.4,2.5,114.9,22.6,119.2,eo,2
49.13,39.95,79.96,88.64,82.49,73.6,3,4.7,36.9,32.2,92.7,109.7,8.4,38,1.1,114.5,21.8,119,eo,2
49.05,39.87,79.88,88.56,82.17,73.5,3.1,4.5,36.7,32.1,92.7,109.7,8.4,37.8,0.9,114.2,21.5,119.2,eo,2
49.01,39.91,79.8,88.4,81.97,73.19,3.4,4.5,36.5,31.9,92.7,109.7,8.2,38.2,1.5,114.2,21.7,118.8,eo,2
49.09,40.03,79.76,88.36,81.53,73.02,3.4,4.5,36.5,31.9,92.7,109.7,8.2,38.4,1.9,114.2,21.8,119,eo,2
49.13,40.11,79.72,88.27,80.53,72.92,3.6,4.5,36.5,31.9,92.5,109.2,8.5,38.4,1.9,114.5,22,118.8,eo,2
49.13,40.11,79.76,88.32,81.47,73.02,3.4,4.5,36.5,31.9,92.5,109.2,8.2,38.2,1.5,114.5,22,118.8,eo,2
47.17,41.01,80.91,86.88,55.22,57.73,3.2,3.3,37.7,33,89.9,104.2,5.9,40.1,2.7,119.7,30.3,119.5,eo,2
47,40.81,80.82,86.88,55.5,57.74,2.9,3,37.6,32.9,89.6,103.7,6.2,39.8,2.1,119.7,30.1,119.2,eo,2
46.88,40.68,80.78,86.8,55.75,57.55,2.9,3.3,37.6,32.9,89.9,104.2,5.9,39.9,2.5,119.5,29.6,119.7,eo,2
46.8,40.64,80.74,86.84,55.07,57.69,2.8,3.3,37.6,32.9,89.9,104.2,6.4,39.8,2.2,119.2,29.6,119.5,eo,2
46.72,40.52,80.66,86.72,55.48,57.54,2.8,3.1,37.6,32.9,89.6,103.7,6.1,39.8,2,119.2,29.6,119.7,eo,2
46.6,40.44,80.54,86.6,55.24,57.34,2.8,3.3,37.6,32.9,89.6,103.7,6.7,39.6,2.2,119.2,29.3,119.9,eo,2
43.85,40.4,80.21,83.89,30.81,43.54,2.7,1.9,37.6,33,85.7,96.8,4.4,40.1,2.4,132.3,46.9,121.7,eo,2
44.06,40.56,80.42,84.14,31.53,44.31,2.7,2.3,37.7,33,86.3,97.8,4.3,40.2,2.5,132,46.3,123,eo,2
44.02,40.48,80.5,84.22,31.51,44.38,2.4,2.3,38,33.2,86.3,97.8,4.6,40.2,2.5,132,45.7,123,eo,2
43.97,40.44,80.46,84.22,31.57,44.36,2.5,1.5,37.7,33,85.7,96.8,4,40.2,2.5,131.7,46.3,123.2,eo,2
51.14,40.64,69.56,79.35,94.45,71.41,5.1,5.4,35.4,30.9,84.6,94.8,9,38.2,2.9,105.7,20.6,118.8,eo,2
51.02,40.56,69.56,79.31,94.01,71.53,5,5.7,35.3,30.9,84.6,94.8,8.6,38,2.6,105.5,21.1,118.3,eo,2
50.98,40.52,69.56,79.31,93.6,71.32,4.9,5.1,35.3,30.8,84.6,94.3,8.7,38,2.7,105.5,21.1,117.8,eo,2
50.98,40.48,69.52,79.31,93.73,71.56,5.1,5.1,35.3,30.8,84.3,94.3,8.7,38,2.7,105.5,21.1,117.6,eo,2
50.94,40.52,69.52,79.31,92.94,71.51,5.3,5.4,35.1,30.6,84.6,94.8,8.7,37.8,2.5,105.5,20.9,117.4,eo,2
50.98,40.52,69.52,79.31,93.49,71.38,5.1,5.7,35.3,30.8,84.9,95.3,8.7,38,2.9,105.5,20.6,117.1,eo,2
45.78,39.21,70.18,76.44,58.84,51.03,2.6,3.6,36.3,31.7,80.1,86.9,7,38.2,1.7,107.3,27.2,116.2,eo,2
45.65,39.05,70.18,76.48,59.01,50.97,2.2,3.4,36.5,31.9,79.8,86.4,6.7,38,1.5,106.9,27.3,116.2,eo,2
46.1,39.74,69.73,75.87,56.45,50.23,3.8,3.5,35.8,31.3,79.2,85.4,6.4,38.4,2.6,108.4,29.2,116,eo,2
45.94,39.46,70.14,76.28,58.36,50.83,3.2,3.3,36.2,31.6,79.8,86.4,6.7,38.4,2.2,108,27.9,116,eo,2
43.24,40.11,69.77,73.08,28,36.59,2.7,1.9,37.4,32.7,74.7,78.4,3.2,40.1,2.9,124.7,49.8,119,eo,2
43.32,40.23,69.69,73,27.55,36.48,3.1,2,37.2,32.4,74.7,78.4,3.3,39.9,2.8,125.2,50.8,119.9,eo,2
43.4,40.36,69.73,73,27.18,36.67,2.8,1.6,37.4,32.7,74.4,78,3.2,40.1,2.8,125.5,51.1,120.2,eo,2
43.48,40.4,69.85,73.13,27.76,36.64,2.6,1.9,37.6,32.9,74.7,78.4,3.2,40.2,2.6,125.5,51.1,120.2,eo,2
43.52,40.4,69.85,73.13,28.12,36.75,2.2,1.7,38,33.2,74.7,78.4,3.6,40.2,2.5,125.2,50.5,120.4,eo,2
43.52,40.4,69.89,73.13,28.1,36.78,2.5,2.2,37.7,33,75,78.9,3.8,40.2,2.6,125,50.2,120.7,eo,2
49.99,40.6,65.35,74.07,84.74,61.25,5.2,5,35.4,30.8,78.9,84.9,8.6,38.4,3.2,102.1,23,119,eo,2
49.99,40.56,65.35,74.07,84.2,61.76,5.3,5.3,35.1,30.6,78.9,85.4,8,38.4,3.3,101.9,22.8,118.5,eo,2
49.91,40.44,65.22,74.03,84.36,61.78,5.2,5.3,35,30.5,78.9,84.9,8.4,38,3,101.7,22.7,117.6,eo,2
49.58,40.15,65.1,73.86,84.75,61.71,5.1,5.1,35,30.5,78.9,84.9,8.3,37.8,2.8,101.5,22.4,116.4,eo,2
49.63,40.19,65.06,73.82,84.74,61.42,5.2,5,35,30.5,78.6,84.4,8,37.7,2.7,101.5,22.9,115.7,eo,2
47.05,40.44,64.9,71.24,59.17,47.26,3.9,3.8,36.3,31.7,74.7,78.4,6.1,39.2,2.9,103.5,28.8,115.1,eo,2
47,40.4,64.94,71.28,59.16,47.29,4,3.5,36.2,31.6,74.4,78,6.3,39.2,2.9,103.3,28.9,115.1,eo,2
46.96,40.4,64.94,71.28,58.97,47.31,3.9,3.5,36.5,31.9,74.4,78,5.8,39.1,2.8,103.3,28.9,115.1,eo,2
46.92,40.32,64.9,71.24,59.38,47.28,4,3.6,36.3,31.6,74.7,78.4,6.3,39.1,2.9,103.5,28.6,115.1,eo,2
46.88,40.28,64.81,71.16,59.29,47.27,3.9,3.6,36.3,31.7,74.7,78,6.1,38.9,2.4,103.3,28.6,114.9,eo,2
46.84,40.28,64.9,71.24,58.53,47.31,3.7,3.9,36.5,31.9,74.7,78.4,6.1,38.9,2.6,103.3,28.6,115.1,eo,2
46.84,40.32,64.9,71.24,58.51,47.21,3.8,3.5,36.5,31.9,74.4,78,6.3,39.1,2.6,103.3,28.7,114.9,eo,2
44.06,40.52,64.69,68.25,31.63,35.69,3.5,2.4,37.1,32.4,70.3,71.5,3.8,40.1,3.2,117.6,47.3,116.2,eo,2
43.97,40.44,64.73,68.29,31.85,35.59,3.3,2.7,36.9,32.4,70.3,71.5,3.8,39.9,2.8,117.6,47.3,116.7,eo,2
43.89,40.44,64.69,68.25,31.03,35.61,3.3,2.7,37.1,32.4,70.6,72,3.4,40.1,3,117.4,47.7,117.1,eo,2
43.89,40.44,64.73,68.25,31.03,35.66,3.1,2.5,37.1,32.4,70.6,72,4.1,40.1,3.2,117.6,47,117.1,eo,2
43.85,40.4,64.65,68.21,31.16,35.65,3.3,2.4,37.1,32.4,70.3,71.5,4.1,39.9,3,117.6,47.1,117.4,eo,2
43.77,40.32,64.65,68.21,30.83,35.56,3.3,2.4,36.9,32.2,70.3,71.5,3.8,39.8,3,117.6,47.1,118.3,eo,2
43.73,40.32,64.61,68.17,30.59,35.66,3.3,2.2,36.9,32.2,70.3,71.5,3.9,39.9,3,117.4,47.3,118.3,eo,2
60.84,51.37,85.12,94.13,84.96,78.92,8.3,5.8,42.6,37.9,99.5,123.1,9.9,48,5.2,124,24.5,126,eo,3
55.81,49.41,85.41,91.51,57.31,60.22,7.2,3.3,42.4,37.5,95,114.2,7,47.3,5.1,127.9,33.2,127.9,eo,3
55.89,49.49,85.45,91.55,57.37,60.24,7,3.2,42.6,37.7,94.8,113.7,7.2,47.7,5.1,127.9,32.9,127.9,eo,3
55.93,49.53,85.45,91.55,57.53,60.24,7.1,3.1,42.4,37.5,94.5,113.2,6.5,47.8,5.4,128.2,33.7,128.2,eo,3
55.97,49.53,85.41,91.51,57.66,60.25,7.1,3.1,42.4,37.5,94.8,113.7,7,47.7,5.3,127.9,33.4,128.2,eo,3
55.97,49.57,85.41,91.51,57.36,60.32,7,3.4,42.6,37.7,94.8,113.7,6.8,47.5,5.1,128.2,33.1,128.5,eo,3
56.01,49.65,85.45,91.59,57.58,60.37,7,3.1,42.6,37.7,94.5,113.2,6.8,47.7,5.3,127.9,33.4,128.2,eo,3
53.68,50.35,85.66,88.97,29.76,43.81,6.1,2,44.3,39.5,90.7,105.7,4.6,49.8,5.5,146.1,54.7,131.7,eo,3
53.72,50.39,85.62,88.97,30.03,43.78,6.4,2.3,44.1,39.2,91,106.2,4.2,49.8,5.8,146.1,54.8,132.3,eo,3
53.76,50.47,85.7,89.01,29.47,44.26,6.8,2.3,43.8,39,91,106.7,4.9,50,6.2,146.1,55.1,132.6,eo,3
53.76,50.39,85.78,89.18,30.34,44.12,6.6,1.7,43.8,39,90.7,105.7,4.4,49.8,6,146.1,55.1,133.2,eo,3
53.68,50.31,85.78,89.18,30.44,44.35,6.6,2,43.8,39,91,106.2,4.4,49.8,6,145.8,54.8,133.8,eo,3
60.48,50.72,75.22,84.34,87.88,68.9,9.1,5.7,41.5,36.6,89.9,104.2,9.5,47.2,5.7,114.7,24.6,128.5,eo,3
60.31,50.39,75.3,84.59,89.3,70.09,9.1,5.9,41.2,36.3,90.2,104.7,9.8,46.8,5.6,114.2,24,126.6,eo,3
60.27,50.35,75.3,84.63,89.43,70.09,9.5,5.9,40.8,35.9,89.9,104.7,9.5,46.8,6,114.5,24.6,126.6,eo,3
56.26,49.9,76.03,82.13,57.27,51.2,8,3.2,42.1,37.2,84.9,95.3,5.8,48,5.6,118.5,33.4,125,eo,3
56.34,50.1,75.83,81.85,56.02,51.48,7.5,3.5,42.6,37.7,85.2,95.8,6.2,48.2,5.6,118.8,33.9,125.2,eo,3
56.34,50.1,75.83,81.85,56.32,51.47,7.4,2.9,42.6,37.7,84.6,94.8,6.2,48,5.6,118.8,34.4,125,eo,3
56.34,50.02,75.87,81.93,56.74,51.84,7.8,3.5,42.4,37.5,85.2,95.8,6.3,48,5.7,119,33.8,125.2,eo,3
56.3,50.02,75.87,81.93,56.56,51.79,7.8,3.5,42.3,37.4,84.9,95.3,6,48,5.7,119,34.1,125.5,eo,3
56.18,49.82,75.91,81.97,57.27,51.91,7.7,3.2,42.3,37.4,84.9,95.3,6.3,47.8,5.4,119,34,125.5,eo,3
56.14,49.77,75.91,81.97,57.07,51.85,7.4,3.2,42.4,37.5,84.9,95.3,6.3,47.7,5.6,119,34.1,125.7,eo,3
56.05,49.82,75.87,81.85,56.33,51.11,7.2,3.4,42.8,37.9,84.9,95.3,6.2,47.8,5,119,33.9,125.5,eo,3
53.15,50.43,75.83,78.65,24.19,36.65,6.6,2,43.8,39,80.4,87.4,3.6,50.1,6.3,144,63.2,131.7,eo,3
53.15,50.39,75.91,78.78,24.55,36.71,6.5,2.1,43.8,39,80.7,87.9,3.7,50,6,144,63.3,132,eo,3
53.11,50.31,75.87,78.69,25.08,36.74,6.3,1.7,44,39.2,80.4,87.4,3.7,50.1,6.1,143.6,63.6,132.6,eo,3
53.11,50.31,75.91,78.73,25.31,36.77,6.4,2.1,44,39.2,80.4,87.9,3.7,50,6.1,144,63.2,133.2,eo,3
58.51,49.86,69.65,77.67,77.71,57.69,8.8,4.8,41.2,36.1,82.3,90.8,7.5,46.8,5.8,109.6,27.3,128.2,eo,3
58.39,49.73,69.65,77.63,77.36,57.79,8.6,4.3,41.2,36.3,81.8,89.9,7.9,46.8,5.6,109.6,27.3,126.6,eo,3
58.18,49.57,69.52,77.51,77.33,57.67,8.3,4.3,41.2,36.3,81.8,89.9,7.4,46.6,5.6,109.4,27.6,125.5,eo,3
56.14,50.06,65.84,71.53,54.63,44.32,9.3,3.2,40.8,35.8,74.4,78,5.8,47.8,7,111.3,36.9,124.2,eo,3
56.01,49.82,65.88,71.53,55.68,44.43,9,3.2,40.8,35.8,74.4,78,5.8,47.7,6.9,110.9,36.2,124,eo,3
56.01,49.82,65.88,71.53,55.78,44.26,9,3,40.8,35.8,74.4,78,5.5,47.7,6.9,110.9,36.5,123.7,eo,3
56.01,49.82,65.88,71.53,55.74,44.35,9,3.3,40.8,35.8,74.7,78.4,5.5,47.7,6.9,110.9,36.4,123.7,eo,3
56.01,49.77,65.8,71.49,55.91,44.25,9.2,3.5,40.8,35.8,74.7,78.4,6.1,47.7,6.9,110.9,36.2,123.7,eo,3
55.97,49.73,65.84,71.49,56.09,44.31,9.2,3.2,40.8,35.8,75,78.9,6.1,47.7,6.9,111.1,35.9,123.7,eo,3
55.97,49.73,65.76,71.45,55.91,44.41,9,3.5,40.8,35.9,74.4,78.4,5.7,47.5,6.7,110.9,36.5,123.7,eo,3
55.97,49.73,65.8,71.45,56.46,44.25,9.2,3.2,40.8,35.9,74.4,78,5.7,47.5,6.7,110.9,36.5,123.7,eo,3
